,word,count
537,even,217
538,email,217
539,company,216
540,slams,216
541,zika,216
542,8,215
543,let,215
544,san,215
545,cost,214
546,sector,214
547,family,214
548,march,213
549,satya,213
550,candidates,213
551,fall,212
552,based,212
553,online,212
554,sanctions,212
555,reveals,211
556,while,210
557,yellen,210
558,did,210
559,hurt,209
560,available,208
561,consumer,208
562,concerns,207
563,server,207
564,really,206
565,forces,206
566,presidency,206
567,reforms,205
568,victims,205
569,unveils,204
570,discuss,204
571,platform,204
572,muslim,204
573,international,204
574,moves,203
575,head,203
576,ready,201
577,where,201
578,hold,201
579,using,200
580,program,200
581,secret,200
582,california,200
583,move,199
584,aid,199
585,joins,199
586,admin,199
587,issue,198
588,problem,198
589,aims,198
590,soon,198
591,research,198
592,were,197
593,voters,197
594,12,197
595,claims,196
596,they,196
597,highlights,196
598,democrats,195
599,challenges,195
600,businesses,194
601,fastest,194
602,20,194
603,less,194
604,social,194
605,companies,194
606,sa,194
607,ever,193
608,hopes,193
609,class,193
610,transgender,193
611,might,192
612,iphone,192
613,five,191
614,european,191
615,worst,191
616,opens,190
617,partner,190
618,bing,190
619,singapore,190
620,pressure,190
621,run,190
622,partners,189
623,comes,189
624,pace,189
625,term,189
626,debt,189
627,country,188
628,2017,188
629,building,188
630,germany,188
631,host,187
632,investors,187
633,police,187
634,death,187
635,ex,187
636,per,186
637,refugee,186
638,ties,185
639,efforts,185
640,human,185
641,dollar,185
642,dynamics,184
643,features,184
644,conflict,184
645,fourth,183
646,history,183
647,15,183
648,ban,183
649,little,183
650,rule,183
651,small,183
652,circular,182
653,democratic,182
654,defends,182
655,browser,181
656,due,181
657,christmas,181
658,greek,180
659,part,180
660,solution,180
661,list,180
662,nation,180
663,decision,180
664,access,179
665,november,178
666,shrinks,178
667,blame,178
668,gaza,178
669,vows,177
670,clean,176
671,netanyahu,176
672,offer,176
673,force,176
674,put,176
675,drive,175
676,april,175
677,green,174
678,become,174
679,faster,173
680,falls,173
681,remains,173
682,alberta,173
683,states,173
684,dead,172
685,share,172
686,11,172
687,argentina,172
688,friday,172
689,q1,172
690,flint,172
691,woman,171
692,tool,171
693,looking,171
694,star,171
695,away,171
696,policies,171
697,means,171
698,well,170
699,join,170
700,huge,170
701,four,169
702,australian,169
703,mosque,169
704,gains,168
705,finds,168
706,press,168
707,among,168
708,wrong,167
709,without,167
710,event,167
711,word,166
712,picks,166
713,funding,166
714,helps,166
715,linux,165
716,changes,165
717,asks,165
718,further,165
719,development,164
720,air,164
721,early,164
722,source,164
723,asian,164
724,rubio,164
725,tv,163
726,optimistic,163
727,visits,163
728,hub,163
729,worries,162
730,battle,162
731,system,162
732,banks,162
733,feature,162
734,full,161
735,keyboard,161
736,her,161
737,partnership,161
738,reform,161
739,turkish,161
740,officials,161
741,wins,161
742,yet,160
743,inflation,160
744,being,160
745,expand,160
746,come,160
747,devices,160
748,manufacturing,160
749,abe,160
750,650,160
751,puts,159
752,opinion,159
753,track,159
754,turn,159
755,venezuela,159
756,private,159
757,e3,159
758,starts,158
759,create,158
760,got,157
761,john,157
762,minecraft,157
763,gas,157
764,drop,157
765,exports,157
766,warning,157
767,science,156
768,washington,156
769,deals,156
770,schools,156
771,test,156
772,trillion,156
773,innovation,155
774,remain,155
775,leaves,155
776,pledges,155
777,these,154
778,continue,154
779,improve,154
780,doing,154
781,letter,154
782,gold,154
783,s,154
784,twitter,154
785,scalia,154
786,january,153
787,promises,153
788,months,153
789,point,153
790,george,153
791,turns,152
792,enough,152
793,order,151
794,drops,151
795,hope,151
796,buhari,151
797,been,150
798,pushes,150
799,improving,150
800,keeps,150
801,had,150
802,potential,150
803,college,150
804,malia,150
805,malaysia,149
806,positive,149
807,near,149
808,iot,148
809,hands,148
810,inc,148
811,la,148
812,special,148
813,100,147
814,bid,147
815,taking,147
816,storage,147
817,times,147
818,inside,147
819,buys,147
820,me,147
821,uncertainty,147
822,young,146
823,confirms,146
824,worse,146
825,rising,146
826,negative,146
827,tourism,145
828,date,145
829,stronger,145
830,tries,145
831,indonesia,145
832,de,145
833,higher,145
834,guantanamo,145
835,message,145
836,lower,144
837,30,144
838,reports,144
839,consumers,144
840,him,144
841,economies,144
842,economists,144
843,cars,144
844,steps,144
845,add,143
846,challenge,143
847,car,143
848,agenda,143
849,revive,143
850,developers,142
851,status,142
852,holds,142
853,fox,142
854,said,142
855,16,142
856,annual,141
857,speed,141
858,children,141
859,red,141
860,important,141
861,exclusive,141
862,county,140
863,q3,140
864,tell,140
865,dinner,140
866,gates,140
867,q4,139
868,onedrive,139
869,university,139
870,king,139
871,leave,139
872,diversify,139
873,tough,139
874,shot,139
875,smart,139
876,very,138
877,fiscal,138
878,sluggish,138
879,capital,138
880,stay,138
881,tools,138
882,weather,138
883,praises,138
884,bernardino,138
885,garland,138
886,progress,137
887,concern,137
888,slump,137
889,osborne,136
890,because,136
891,supports,136
892,abbas,136
893,ipad,136
894,smartphone,136
895,actions,136
896,land,136
897,fbi,136
898,expect,135
899,families,135
900,uber,135
901,ministry,135
902,ted,134
903,block,134
904,thinks,133
905,stimulus,133
906,paul,133
907,questions,133
908,al,132
909,step,132
910,raise,132
911,love,132
912,backs,132
913,web,132
914,raises,132
915,experts,132
916,9,132
917,25,132
918,18,132
919,many,131
920,sets,131
921,break,131
922,analysis,131
923,intel,131
924,ukraine,131
925,initiative,130
926,cent,130
927,pakistan,130
928,mixed,130
929,credit,130
930,governor,130
931,story,129
932,profit,129
933,delivers,129
934,sony,129
935,blames,129
936,drug,129
937,agreement,129
938,steady,129
939,momentum,129
940,referendum,129
941,mean,128
942,17,128
943,announce,128
944,deliver,128
945,care,128
946,sale,128
947,premier,128
948,heads,128
949,50,127
950,general,127
951,around,127
952,past,127
953,uae,127
954,largest,127
955,sends,127
956,worth,127
957,anniversary,127
958,every,126
959,management,126
960,labor,126
961,blasts,126
962,student,126
963,travel,126
964,premium,126
965,ryan,126
966,lady,126
967,fire,125
968,wars,125
969,never,125
970,beats,125
971,roundup,125
972,ends,125
973,irish,125
974,london,125
975,welcome,125
976,defense,125
977,mayor,125
978,super,125
979,fund,124
980,explains,124
981,cash,124
982,running,124
983,ways,124
984,monday,123
985,orders,123
986,rally,123
987,interview,123
988,xl,123
989,short,123
990,town,123
991,crash,122
992,uses,122
993,killing,122
994,thanks,122
995,gap,122
996,terrorists,122
997,retail,121
998,weighs,121
999,numbers,121
1000,chance,121
1001,following,121
1002,auto,121
1003,euro,120
1004,solidarity,120
1005,unemployment,120
1006,trying,120
1007,prison,120
1008,carbon,120
1009,exit,120
1010,ad,119
1011,send,119
1012,facing,119
1013,boosts,119
1014,privacy,119
1015,returns,119
1016,cameron,119
1017,comments,119
1018,kill,119
1019,rolls,118
1020,six,118
1021,phones,118
1022,solid,117
1023,muslims,117
1024,threatens,117
1025,response,117
1026,yahoo,117
1027,pre,116
1028,optimism,116
1029,decline,116
1030,return,116
1031,rating,116
1032,intelligence,116
1033,lift,116
1034,driving,116
1035,effort,116
1036,warn,116
1037,parliament,116
1038,target,115
1039,begins,115
1040,thing,115
1041,stand,115
1042,egypt,115
1043,fear,115
1044,details,115
1045,failed,115
1046,arrives,115
1047,name,115
1048,tuesday,114
1049,lost,114
1050,area,114
1051,worried,114
1052,computer,114
1053,david,114
1054,half,114
1055,flooding,114
1056,customers,113
1057,judge,113
1058,check,113
1059,rises,113
1060,disaster,113
1061,biden,113
1062,cnet,112
1063,ads,112
1064,results,112
1065,loses,112
1066,used,112
1067,which,112
1068,woes,112
1069,legal,112
1070,economist,112
1071,music,112
1072,effect,112
1073,iowa,112
1074,february,112
1075,g7,112
1076,rural,111
1077,child,111
1078,far,111
1079,bay,111
1080,expectations,111
1081,line,111
1082,honors,111
1083,search,111
1084,possible,111
1085,bathroom,111
1086,june,111
1087,console,110
1088,fast,110
1089,pact,110
1090,problems,110
1091,left,110
1092,giving,110
1093,xi,110
1094,days,110
1095,terrorist,110
1096,measures,110
1097,startup,109
1098,sql,109
1099,council,109
1100,needed,109
1101,posts,109
1102,protect,108
1103,once,108
1104,opposition,108
1105,ireland,108
1106,nz,108
1107,updated,108
1108,arab,108
1109,increase,108
1110,explorer,108
1111,ecb,108
1112,360,108
1113,encryption,108
1114,boom,108
1115,analyst,108
1116,kids,108
1117,blockchain,107
1118,zone,107
1119,arms,107
1120,beyond,107
1121,learning,107
1122,firm,107
1123,thursday,107
1124,cancer,107
1125,proposes,107
1126,vision,107
1127,chicago,106
1128,reasons,106
1129,struggling,106
1130,analysts,106
1131,corporate,106
1132,domestic,106
1133,speaks,106
1134,gaming,106
1135,cross,106
1136,african,106
1137,attend,106
1138,poor,105
1139,united,105
1140,slower,105
1141,tests,105
1142,revised,105
1143,iraq,105
1144,sell,104
1145,mark,104
1146,boj,104
1147,holiday,104
1148,upbeat,104
1149,december,104
1150,names,104
1151,housing,104
1152,region,104
1153,speak,104
1154,bot,104
1155,reportedly,104
1156,libya,104
1157,sentences,104
1158,scotus,103
1159,didnt,103
1160,tablet,103
1161,firms,103
1162,bigger,103
1163,hurting,103
1164,any,103
1165,samsung,103
1166,success,103
1167,spot,103
1168,self,103
1169,prince,103
1170,targets,102
1171,insider,102
1172,admits,102
1173,g20,102
1174,tour,102
1175,photos,102
1176,florida,102
1177,emergency,102
1178,benefits,102
1179,nominate,102
1180,mass,101
1181,adviser,101
1182,done,101
1183,stupid,101
1184,shift,101
1185,cause,101
1186,critical,101
1187,expects,101
1188,collapse,101
1189,pays,101
1190,hosts,101
1191,beat,100
1192,reason,100
1193,taiwan,100
1194,factory,100
1195,robust,100
1196,johnson,100
1197,events,100
1198,forecasts,100
1199,board,100
1200,becomes,100
1201,benefit,100
1202,bush,100
1203,prime,100
1204,secretary,100
1205,exec,100
1206,teen,100
1207,lack,99
1208,jewish,99
1209,13,99
1210,virtual,99
1211,leadership,99
1212,holding,99
1213,flow,99
1214,expert,99
1215,troops,99
1216,non,99
1217,jan,99
1218,developer,98
1219,version,98
1220,strength,98
1221,july,98
1222,trust,98
1223,machine,98
1224,crm,98
1225,14,98
1226,losing,98
1227,afghanistan,98
1228,vr,98
1229,solutions,97
1230,reserve,97
1231,jaitley,97
1232,pcs,97
1233,changing,97
1234,expansion,97
1235,leads,97
1236,rhetoric,97
1237,find,97
1238,community,97
1239,strikes,97
1240,hollande,97
1241,infrastructure,97
1242,flood,97
1243,castro,97
1244,falling,96
1245,beta,96
1246,lot,96
1247,millions,96
1248,hiring,96
1249,hong,96
1250,drone,96
1251,touts,96
1252,jerusalem,96
1253,brussels,96
1254,fighting,95
1255,scottish,95
1256,points,95
1257,emerging,95
1258,cyber,95
1259,founder,95
1260,approval,95
1261,hawaii,95
1262,struggles,95
1263,endorses,95
1264,football,94
1265,rejects,94
1266,design,94
1267,welcomes,94
1268,already,94
1269,hails,94
1270,helping,94
1271,improved,94
1272,together,94
1273,patent,94
1274,wake,94
1275,wage,94
1276,planned,94
1277,revenue,93
1278,currency,93
1279,upgrades,93
1280,boosting,93
1281,index,93
1282,urge,93
1283,kong,93
1284,army,93
1285,double,93
1286,lawmakers,93
1287,sues,93
1288,forward,92
1289,transition,92
1290,hot,92
1291,kills,92
1292,breaking,92
1293,acquisition,92
1294,startups,92
1295,japanese,92
1296,others,92
1297,sea,92
1298,suggests,91
1299,site,91
1300,criticism,91
1301,blow,91
1302,confident,91
1303,allies,91
1304,youth,91
1305,islam,91
1306,funds,91
1307,learn,90
1308,weaker,90
1309,almost,90
1310,05,90
1311,planning,90
1312,patch,90
1313,industrial,90
1314,led,90
1315,acquires,90
1316,integration,90
1317,moving,90
1318,centre,90
1319,fails,90
1320,girls,90
1321,toward,90
1322,slowest,90
1323,leaving,89
1324,mexico,89
1325,alliance,89
1326,question,89
1327,im,89
1328,different,89
1329,improves,89
1330,bans,89
1331,wednesday,89
1332,helped,89
1333,failure,88
1334,model,88
1335,food,88
1336,nfl,88
1337,statement,88
1338,groups,88
1339,damage,88
1340,cuban,88
1341,sushma,88
1342,mac,87
1343,ground,87
1344,until,87
1345,selling,87
1346,buying,87
1347,ask,87
1348,turmoil,87
1349,powerful,87
1350,marks,87
1351,zero,87
1352,products,87
1353,contracts,87
1354,same,87
1355,dems,87
1356,clear,87
1357,saying,87
1358,hardware,86
1359,kerry,86
1360,forum,86
1361,options,86
1362,idea,86
1363,strike,86
1364,bomb,86
1365,fact,86
1366,stable,86
1367,lets,86
1368,sunday,86
1369,road,86
1370,funeral,86
1371,reagan,86
1372,hall,85
1373,nearly,85
1374,victory,85
1375,reach,85
1376,space,85
1377,greece,85
1378,spain,85
1379,coal,85
1380,read,85
1381,threats,85
1382,destroy,85
1383,shut,85
1384,border,85
1385,affect,85
1386,radical,85
1387,laws,85
1388,tribute,84
1389,slightly,84
1390,stage,84
1391,occupation,84
1392,morning,84
1393,testing,84
1394,current,84
1395,agree,84
1396,rajan,84
1397,labour,84
1398,gulf,84
1399,freedom,84
1400,called,84
1401,massive,83
1402,bringing,83
1403,tensions,83
1404,alphabet,83
1405,struggle,83
1406,device,83
1407,ups,83
1408,slowed,83
1409,productivity,83
1410,turning,83
1411,experience,83
1412,computing,83
1413,declares,83
1414,light,83
1415,carolina,83
1416,chatbot,83
1417,employees,82
1418,hamas,82
1419,critics,82
1420,bright,82
1421,choice,82
1422,combat,82
1423,analytics,82
1424,elections,82
1425,seek,82
1426,pledge,82
1427,season,82
1428,she,82
1429,1st,82
1430,hate,82
1431,expanded,81
1432,found,81
1433,cup,81
1434,image,81
1435,signals,81
1436,regional,81
1437,boss,81
1438,pacific,81
1439,relations,81
1440,chrome,80
1441,avoid,80
1442,envoy,80
1443,photo,80
1444,senator,80
1445,movement,80
1446,predicts,80
1447,reveal,80
1448,tpp,80
1449,colorado,80
1450,airlines,80
1451,era,80
1452,rebound,80
1453,lawsuit,80
1454,serious,80
1455,female,80
1456,reject,80
1457,england,80
1458,towards,79
1459,both,79
1460,york,79
1461,feel,79
1462,gain,79
1463,net,79
1464,fixes,79
1465,st,79
1466,southeast,79
1467,eyes,79
1468,bi,79
1469,gender,79
1470,sxsw,79
1471,place,78
1472,showing,78
1473,arrested,78
1474,income,78
1475,spur,78
1476,works,78
1477,level,78
1478,path,78
1479,actually,78
1480,rba,78
1481,relationship,78
1482,shape,78
1483,matter,78
1484,mp,78
1485,fragile,78
1486,released,78
1487,expanding,78
1488,cooperation,78
1489,gov,78
1490,bowl,78
1491,costs,77
1492,miss,77
1493,late,77
1494,starting,77
1495,screen,77
1496,men,77
1497,jews,77
1498,probe,77
1499,youre,77
1500,agency,77
1501,hikes,77
1502,treasury,77
1503,corruption,77
1504,everyone,77
1505,truth,77
1506,08,77
1507,illegal,77
1508,opportunity,77
1509,shock,77
1510,racist,77
1511,gay,77
1512,successor,77
1513,merrick,77
1514,feb,76
1515,appeal,76
1516,03,76
1517,surprise,76
1518,created,76
1519,e,76
1520,cheap,76
1521,projects,76
1522,deficit,76
1523,indiana,76
1524,added,76
1525,jobless,76
1526,nations,76
1527,mitsubishi,76
1528,edition,75
1529,swiftkey,75
1530,summer,75
1531,coverage,75
1532,sells,75
1533,landing,75
1534,italy,75
1535,opening,75
1536,night,75
1537,tops,75
1538,immigrants,75
1539,lawmaker,75
1540,21,75
1541,hints,75
1542,primary,75
1543,studio,75
1544,festival,75
1545,honor,75
1546,celebrates,75
1547,authority,75
1548,nokia,75
1549,spring,74
1550,output,74
1551,responds,74
1552,soccer,74
1553,easy,74
1554,production,74
1555,denies,74
1556,dog,74
1557,side,74
1558,loss,74
1559,surge,74
1560,dc,74
1561,picture,74
1562,fm,74
1563,award,74
1564,salesforce,74
1565,votes,74
1566,iranian,74
1567,heading,74
1568,universal,73
1569,revealed,73
1570,weigh,73
1571,lose,73
1572,addresses,73
1573,friend,73
1574,regulations,73
1575,happy,73
1576,40,73
1577,daily,73
1578,stops,73
1579,park,73
1580,process,72
1581,develop,72
1582,october,72
1583,candidate,72
1584,teacher,72
1585,provides,72
1586,diversity,72
1587,airbnb,72
1588,zuma,72
1589,unlikely,72
1590,weakness,72
1591,insurance,72
1592,rips,72
1593,shootings,72
1594,gitmo,72
1595,aide,72
1596,employment,72
1597,queen,72
1598,girl,72
1599,monument,72
1600,262,72
1601,tears,71
1602,teams,71
1603,residents,71
1604,jordan,71
1605,mistake,71
1606,cabinet,71
1607,breaks,71
1608,safe,71
1609,stake,71
1610,everything,71
1611,atlantic,71
1612,creates,71
1613,them,71
1614,engine,71
1615,cable,71
1616,philippine,71
1617,tablets,71
1618,popular,71
1619,editorial,71
1620,nominates,71
1621,2008,70
1622,activist,70
1623,failing,70
1624,priority,70
1625,network,70
1626,creative,70
1627,longer,70
1628,front,70
1629,slips,70
1630,christie,70
1631,try,70
1632,shadow,70
1633,steve,70
1634,library,70
1635,stimulate,70
1636,few,70
1637,across,70
1638,korean,70
1639,director,70
1640,24,70
1641,07,70
1642,mcconnell,70
1643,sold,70
1644,swaraj,70
1645,virus,70
1646,thai,69
1647,laptop,69
1648,protest,69
1649,request,69
1650,wave,69
1651,embrace,69
1652,rutgers,69
1653,extends,69
1654,drives,69
1655,williams,69
1656,licensing,69
1657,performance,69
1658,hybrid,69
1659,boris,69
1660,bitcoin,69
1661,forget,69
1662,sources,69
1663,least,69
1664,son,69
1665,ballmer,69
1666,scotland,69
1667,endorsement,69
1668,911,69
1669,recent,68
1670,core,68
1671,visual,68
1672,voice,68
1673,activists,68
1674,valley,68
1675,promise,68
1676,offering,68
1677,protection,68
1678,fresh,68
1679,hand,68
1680,moody,68
1681,halt,68
1682,series,68
1683,approach,68
1684,flash,68
1685,style,68
1686,harvard,68
1687,traffic,68
1688,fail,68
1689,eye,68
1690,stands,68
1691,3d,68
1692,nomination,68
1693,merkel,68
1694,vatican,68
1695,commission,67
1696,cybersecurity,67
1697,also,67
1698,li,67
1699,recognize,67
1700,taxes,67
1701,figures,67
1702,seat,67
1703,replace,67
1704,told,67
1705,pulls,67
1706,chat,67
1707,number,67
1708,opportunities,67
1709,shrinking,67
1710,trend,67
1711,winning,67
1712,leading,67
1713,spark,67
1714,ali,67
1715,missing,67
1716,accuses,67
1717,pretty,67
1718,mr,67
1719,unite,67
1720,user,66
1721,investments,66
1722,true,66
1723,overhaul,66
1724,oecd,66
1725,department,66
1726,room,66
1727,shrink,66
1728,19,66
1729,controls,66
1730,mail,66
1731,kenya,66
1732,claim,66
1733,introduces,66
1734,dubai,66
1735,detroit,66
1736,assad,66
1737,qatar,66
1738,retirement,66
1739,content,66
1740,lagarde,66
1741,secure,65
1742,guidance,65
1743,leaked,65
1744,g,65
1745,booming,65
1746,compatibility,65
1747,fallout,65
1748,within,65
1749,panel,65
1750,closing,65
1751,collaboration,65
1752,affordable,65
1753,countries,65
1754,mind,65
1755,calling,65
1756,boys,65
1757,touch,65
1758,proposal,65
1759,specs,64
1760,slide,64
1761,scandal,64
1762,northern,64
1763,highlight,64
1764,demands,64
1765,seattle,64
1766,bought,64
1767,turnbull,64
1768,ben,64
1769,nothing,64
1770,ie,64
1771,shake,64
1772,grants,64
1773,michigan,64
1774,foundation,64
1775,resilient,64
1776,display,64
1777,provide,64
1778,hell,64
1779,supporting,64
1780,code,64
1781,named,64
1782,swiss,64
1783,embargo,64
1784,re,64
1785,approves,64
1786,pentagon,64
1787,nra,64
1788,lifts,64
1789,apologizes,64
1790,flag,63
1791,stance,63
1792,steam,63
1793,hat,63
1794,position,63
1795,changed,63
1796,vital,63
1797,dark,63
1798,charge,63
1799,onenote,63
1800,environment,63
1801,migration,63
1802,bc,63
1803,mideast,63
1804,hours,63
1805,card,63
1806,lgbt,63
1807,counter,63
1808,sasha,63
1809,reaches,63
1810,nancy,63
1811,2020,62
1812,banking,62
1813,upcoming,62
1814,storm,62
1815,personal,62
1816,allow,62
1817,justin,62
1818,views,62
1819,quick,62
1820,charts,62
1821,recover,62
1822,export,62
1823,ideas,62
1824,26,62
1825,xamarin,62
1826,powers,62
1827,selfie,62
1828,staff,62
1829,commutes,62
1830,estimates,61
1831,campus,61
1832,investigation,61
1833,halo,61
1834,took,61
1835,hasnt,61
1836,pushing,61
1837,signal,61
1838,healthy,61
1839,invest,61
1840,remarks,61
1841,sorry,61
1842,tackle,61
1843,harder,61
1844,bullish,61
1845,translator,61
1846,profits,61
1847,extensions,61
1848,awards,61
1849,chris,61
1850,plunge,61
1851,veto,61
1852,hp,61
1853,birthday,61
1854,aim,61
1855,drag,61
1856,06,61
1857,xiaomi,61
1858,repeal,61
1859,nato,61
1860,resolution,61
